"_ent1_Ori_Murray (born Rory Murray; September 2, 1983; _ent2_Seattle, Washington) is an American-born Israeli rapper, best known as the co-founder and rap vocalist of the band Shtar.


",hasPlaceOfBirth
"_ent1_Erskine_Oglesby (_ent2_January_20,_1937_– March 7, 2004) was an American tenor saxophonist and blues singer.",no_relation_found
"_ent1_Otis_Taylor (born July 30, 1948, _ent2_Chicago, Illinois, United States) is an American blues musician.  ",hasPlaceOfBirth
"Jeffrey Haynes, better known by his stage name _ent1_Mr._Lif, is an American hip hop artist from _ent2_Boston, Massachusetts.",hasPlaceOfBirth
"Napoleon Brown Goodson Culp (_ent2_October_12,_1929 – September 20, 2008) better known by his stage name _ent1_Nappy_Brown, was an American R&B singer.",hasDateOfBirth
"Street Sweeper Social Club released The Ghetto Blaster EP in late _ent1_July _ent2_2010.


",hasYearStarted
"_ent1_Hociel_Thomas (_ent2_July_10,_1904 – August 22, 1952) was an American blues singer in the classic female blues style.
",hasDateOfBirth
"_ent1_Killer_Mike, The Opposite of Bullshit: How an _ent2_Atlanta Rapper's ""Ghetto Gospel"" Is Changing His Community"".",hasPlaceOfBirth
"Small performed at the 2005 New Orleans Jazz & Heritage Festival and at the first _ent1_Julius Daniels Memorial Blues Festival in Denmark, South Carolina, in October _ent2_2010.",hasYearStarted
"_ent1_Leon_Redbone (born Dickran Gobalian, _ent2_August_26,_1949 – May 30, 2019) was an American singer-songwriter and musician specializing in jazz, blues, and Tin Pan Alley classics.",hasDateOfBirth
"_ent1_Flying_Lotus - ""GNG BNG"" from _ent2_Los_Angeles (2008)
",hasPlaceOfBirth
"Edward Lamonte Franklin (_ent2_January_16,_1928 – July 31, 1975), better known as _ent1_Guitar_Pete_Franklin, was an American blues singer, musician and songwriter.",hasDateOfBirth
"In 1956, Allison moved to _ent2_New_York_City and launched his jazz career, performing with artists such as Stan Getz, _ent1_Gerry_Mulligan, Al Cohn, Zoot Sims, and Phil Woods.",hasPlaceOfBirth
"_ent1_Paul_Geremia (born _ent2_April_21,_1944) is an American blues singer and acoustic guitarist.",hasDateOfBirth
"Taking a break from her own recordings, Galás appeared on the 1989 studio album Moss Side Story by former Magazine and _ent1_Nick_Cave and the Bad Seeds instrumentalist Barry Adamson.",hasMembershipOf
"Thad Jones & the _ent1_Count_Basie Orchestra, Way Out Basie (Philips, 1987)
Kansas City Jazz Orchestra, Live On the Plaza (KCJO, 2007)
",hasMembershipOf
"Jaime Meline (born _ent2_March_2,_1975), better known by the stage name _ent1_El-P (shortened from _ent1_El-Producto), is an American rapper, musician, songwriter, and record producer.",hasDateOfBirth
"_ent1_Toni_Lynn_Washington (born Dorothy Helen Leak, December 6, 1937, _ent2_Southern_Pines, North Carolina) is an American blues singer.


",hasPlaceOfBirth
"William Lorenzo Robinson (_ent2_July_6,_1926 – December 30, 2007), known as ""Weepin'"" _ent1_Willie_Robinson or ""Weep"" Robinson, was an American blues singer who began his career in the 1950s, and performed with, among others, Susan Tedeschi, Steven Tyler and Bonnie Raitt.",hasDateOfBirth
"Michael Santiago Render (born _ent2_April_20,_1975), better known by his stage name _ent1_Killer_Mike, is an American rapper, songwriter, actor, and activist.",hasDateOfBirth
"_ent1_Susan_Tedeschi was born on November 9, 1970, in _ent2_Boston, Massachusetts, to a family of Italian ancestry and was raised in Norwell, Massachusetts.",hasPlaceOfBirth
"_ent1_Kid_Cudi was a prominent songwriter and featured artist on 808s & Heartbreak, with ""Paranoid"" and ""Heartless"" being released as singles, while ""Welcome to Heartbreak"" charted as an album cut and peaked at number 87 on the Pop 100._ent1_Kid_Cudi's first television appearance was at the _ent2_2008 MTV Video Music Awards, alongside Travis Barker and DJ AM.",hasYearStarted
"In 2001, he collaborated as the drummer for The _ent2_Philadelphia Experiment, a collaborative instrumental jazz album featuring Christian McBride and Uri Caine, and the DJ of the compilation _ent1_Questlove Presents: Babies Making Babies, released on Urban Theory Records in 2002.",hasPlaceOfBirth
"As Ruby Glaze ==
There is some uncertainty as to whether Ruby Glaze, a singer with whom Willie McTell recorded in _ent2_1932, is the same person as _ent1_Kate_McTell.",hasYearStarted
"This concert was held at The House of Blues Boston by The James Montgomery Blues Band with James Cotton (Grammy Award Winner Blues Harpist) ~ Huey Lewis (singer/bandleader of Huey Lewis and The News) ~ Jay Geils (guitarist J Geils Band) ~ _ent1_Kim_Wilson (singer/harmonica of _ent2_The_Fabulous_Thunderbirds) ~ Barry Goudreau (guitarist Boston)  ~ Sib Hasian (drummer Boston) ~ Michael Tunes Antunes (saxophone for John Cafferty & The Beaver Brown Band, and Ernie and the Automatics) ~ Brian Maes (singer/keyboards/harmonica Ernie and the Automatics) ~",hasMembershipOf
He had _ent1_fifteen Top _ent2_10 hits between 1946 and 1952.,no_relation_found
"2 from Masta Killa's second LP, Made in _ent2_Brooklyn and on the track ""Return of the North Star"" from _ent1_Raekwon's Only Built 4 Cuban Linx...",hasPlaceOfBirth
"The _ent2_Brooklyn rapper first recorded with the Wu in 1996, when _ent1_Raekwon joined him for a RZA-produced remix of his first single, ""Doe or Die.""",hasPlaceOfBirth
"_ent2_1993 – The Source by _ent1_Ali Farka Touré (World Circuit WCD030; Hannibal 1375)
_ent2_1993",hasYearStarted
"Substantial – ""It's You (I Think)"" from Sacrifice (2008)
PackFM – ""Wanna Know"" from I F*cking Hate Rappers (_ent2_2010)
_ent1_Freddie Gibbs – ""The Coldest"" from Str8 Killa (_ent2_2010)
",hasYearStarted
"_ent1_Lee_McBee (March 23, 1951 – June 24, 2014) was an American electric blues musician, singer and harmonica player from _ent2_Kansas_City, Missouri.
",hasPlaceOfBirth
"Albert Gene Drewery, known as _ent1_Albert_Collins and the Ice Man (_ent2_October_1,_1932 – November 24, 1993), was an American electric blues guitarist and singer with a distinctive guitar style.",hasDateOfBirth
"The 1900 census indicates that her family reported that _ent1_Bessie_Smith was born in _ent2_Chattanooga, Tennessee, on April 15, 1894.",hasPlaceOfBirth
"Flying Lotus - ""_ent1_Sleepy Dinosaur (Ras G Remix)"" from L.A. EP 2 X 3 (_ent2_2008)
",hasYearStarted
"_ent1_Fannie May Goosby (born _ent2_1902, died after 1934) also known as _ent1_Fannie Mae Goosby was an American classic female blues singer, pianist and songwriter.",no_relation_found
"_ent1_Beth_Hart and the Ocean of Souls (_ent2_1993)
",hasYearStarted
"2 from Masta Killa's second LP, Made in _ent2_Brooklyn and on the track ""Return of the North Star"" from _ent1_Raekwon's Only Built 4 Cuban Linx...",hasPlaceOfBirth
"By the early 1940s he had moved to Leland, _ent2_Mississippi, and in 1947 he moved to Greenville, _ent2_Mississippi, where he worked with the pianist Willie Love and also met or worked with Elmore James, _ent1_Sonny_Boy_Williamson_II, Little Milton, Ike Turner and Houston Boines.",hasPlaceOfBirth
"In 1995, _ent1_Slug, in collaboration with Anthony Davis, Musab Saad, and Brent Sayers founded the _ent2_Minneapolis-based independent hip hop record label Rhymesayers Entertainment.


==",hasPlaceOfBirth
"Since then the frequency of Pete Rock's collaborations with the Wu-Tang have increased, as he provided production for Ghostface Killah's two 2006 solo albums, Fishscale and More Fish (including the unreleased song, ""Chunky""); _ent1_Masta_Killa's 2006 second album Made in _ent2_Brooklyn; the Raekwon- and _ent1_Masta_Killa-featuring song ""PJ's"" from his own third solo album, NY's Finest; the single ""A Yo"" from Method Man & Redman's Blackout! 2; the song ""Sonny's Missing"", from Raekwon's Only Built 4 Cuban Linx...",hasPlaceOfBirth
"He has been nominated for eight Grammy Awards as of 2020.He was inducted into the _ent2_Texas Heritage Songwriters Hall of Fame in March 2011, along with Lee Roy Parnell, Bruce Channel, Gary Nicholson, and _ent1_Cindy_Walker.",hasPlaceOfBirth
"Theodore Joseph ""Ted"" Horowitz (born March 31, 1960 in _ent2_The_Bronx, New York City, United States), who plays under the stage name of _ent1_Popa_Chubby (a play on the slang idiom ""pop a chubby"", meaning to get an erection), is an American rock and electric blues singer, composer, and guitarist.


",hasPlaceOfBirth
The _ent1_Mac_Dre Art Show in _ent2_Oakland.,hasPlaceOfBirth
"In 1998, Strehli released Deja _ent1_Blue, and _ent1_Blue Highway followed in _ent2_2005.Strehli has either recorded, toured or performed with Andy Santana, Elvin Bishop and Pinetop Perkins, and appeared at festivals including Notodden _ent1_Blues Festival, Long Beach _ent1_Blues Festival, Edmonton's Labatt _ent1_Blues Festival and the San Francisco _ent1_Blues Festival.",hasYearStarted
"The _ent1_Mike_Douglas Show (1976–77; _ent2_1979)
",hasYearStarted
featured Victor Wooten (_ent1_Béla_Fleck and the Flecktones) on bass and vocals.  ,hasMembershipOf
"Redman has toured with Ghostface Killah and _ent1_Raekwon, and was brought on stage by the entire _ent2_Wu-Tang_Clan as a surprise guest during their sets at 2013's Coachella and Bonnaroo music festivals.
",hasMembershipOf
"Hall was born on May 10, 1951 in _ent2_Savannah, Georgia, the son of _ent1_Ellis_Hall Sr. and Arvanna Harris.",hasPlaceOfBirth
"They accepted and were inducted by Vince Gill on October 17.The second single from the album, ""Girl _ent1_Crush"", was released December 15, _ent2_2014.",hasYearStarted
DOOM also provided production for _ent1_Masta_Killa's 2006 album Made in _ent2_Brooklyn.,hasPlaceOfBirth
"_ent1_Otis_Taylor (born _ent2_July_30,_1948, Chicago, Illinois, United States) is an American blues musician.  ",hasDateOfBirth
"Due to his constant visibility next to _ent1_Method_Man, and his tendency to wear Wu-Tang related clothing on stage, some fans have confused Redman for being more than just an affiliate of the _ent2_Wu-Tang_Clan.",hasMembershipOf
He was a co-founder of the record label _ent1_Poo-Bah_Records and was also associated with _ent2_Brainfeeder.,no_relation_found
"_ent1_Tinsley_Ellis (born June 4, 1957) is an American blues and rock musician, who was born in _ent2_Atlanta, Georgia, United States, and grew up in South Florida.  ",hasPlaceOfBirth
"_ent1_Gilbert_Scott-Heron (_ent2_April_1,_1949 – May 27, 2011) was an American soul and jazz poet, musician, and author, known primarily for his work as a spoken-word performer in the 1970s and 1980s.",no_relation_found
"_ent1_Blind_Mississippi_Morris (born Morris Cummings; _ent2_April_6,_1955 in Clarksdale, Mississippi, United States) is an American blues musician.


",hasDateOfBirth
"_ent1_Redman raised speculation himself when a quote he gave to _ent2_XXL made headlines in 2010, ""I am the last member of Wu Tang, like Method Man",no_relation_found
"From the late 1960s, new manager Sid Seidenberg pushed King into a different type of venue as blues-rock performers like _ent1_Eric_Clapton (once a member of _ent2_The_Yardbirds, as well as Cream), and Paul Butterfield were popularizing an appreciation of blues music among white audiences.",hasMembershipOf
"An album-long collaboration with _ent1_Ghostface_Killah was rumored for _ent2_several_years, and various songs leaked that reportedly were recorded for the project, which was to be entitled either Ghostface Meets Metalface or Swift & Changeable.",no_relation_found
"2 from _ent1_Masta_Killa's second LP, Made in _ent2_Brooklyn and on the track ""Return of the North Star"" from Raekwon's Only Built 4 Cuban Linx...",hasPlaceOfBirth
She married _ent1_Lonnie_Johnson; the marriage lasted from _ent2_1925 to 1932.,hasYearStarted
"In _ent1_1998, the rapper linked up with _ent2_RZA again on the album Pieces of a Man, and in 2005 he featured Raekwon and Ghostface Killah on his album AWOL.",no_relation_found
_ent1_Audrey_Madison_Turner is an _ent2_American singer and songwriter known for her collaborations with musician Ike Turner.,no_relation_found
"_ent1_Kanye_West _ent2_first called upon Cudi to reference hooks for American rapper and mogul Jay-Z, and while in the studio Cudi and West went from working on The Blueprint 3 (2009) to West's R&B-esque 808s & Heartbreak (2008).",no_relation_found
"He produced Gonjasufi's debut album, A Sufi and a Killer, with Flying Lotus and Mainframe in _ent2_2010.In August 2012, he released a single, ""Flange Face"" b/w ""Seven Years of Bad Luck for Fun"", which was listed by Pitchfork as their ""Best New Track"" of _ent1_July 2012.",hasYearStarted
"_ent1_Rachel Green (with Ruben Young) (_ent2_2018)


==",hasYearStarted
"from _ent1_Ghostface_Killah's _ent2_Apollo_Kids.


",no_relation_found
"New York rapper Busta Rhymes first collaborated with the _ent2_Wu-Tang_Clan when he and _ent1_Method_Man appeared together on the 1995 remix to the Boyz II Men single ""Vibin'"".",hasMembershipOf
"Arthur Lee Stevenson (_ent2_May_7,_1926 – May 7, 1991), known as _ent1_Kansas_City_Red, was an American blues drummer and vocalist who played a major role in the development of urban blues.",hasDateOfBirth
is an _ent1_American blues harmonica player and singer of _ent2_Chicago blues.,no_relation_found
"Hendrix first used Electric Lady on June 15, 1970, when he jammed with _ent1_Steve_Winwood and Chris Wood of _ent2_Traffic; the next day, he recorded his first track there, ""Night Bird Flying"".",hasMembershipOf
Later in _ent2_2009 the band recorded Done With The _ent1_Devil for the same Label.,hasYearStarted
"Shock G has toured and performed on stage with George Clinton and P-Funk including a guest performance with Clinton at Woodstock 1999.In 2003, Shock G produced the single ""Risky Business"" for _ent2_Los_Angeles underground artist _ent1_Murs, and also appeared in the video, as himself and as Humpty Hump.",hasPlaceOfBirth
"Lonnie McIntosh (_ent2_July_18,_1941 – April 21, 2016), known as _ent1_Lonnie_Mack, was an American singer-guitarist.",hasDateOfBirth
"Smith was born in _ent2_Maynardville, Tennessee, in 1927 (the same town in which fellow country icon _ent1_Roy_Acuff had been born), and started to aspire to a musical career after hearing the Grand Ole Opry on the radio.  ",hasPlaceOfBirth
The _ent1_Mac_Dre Art Show in _ent2_Oakland.,hasPlaceOfBirth
"In _ent2_2009, Raekwon spoke about recording new material with DJ Muggs, presumably for his album Cuban Linx II, but nothing surfaced until he appeared on the song ""Chase Manhattan"" from the DJ Muggs/Ill Bill album Kill _ent1_Devil Hills.


==",hasYearStarted
"A further album, Born to Play the _ent1_Blues, followed in April 2001, and then Live Wire (_ent2_2005).",hasYearStarted
"Due to his tutelage under his mentor Moten, Rushing was a proponent of the Kansas City, Missouri, jump blues tradition exemplified by his performances of ""Sent for You Yesterday"" and ""Boogie Woogie"" for the _ent1_Count_Basie Orchestra.",hasMembershipOf
"Since then the frequency of Pete Rock's collaborations with the Wu-Tang have increased, as he provided production for Ghostface Killah's two 2006 solo albums, Fishscale and More Fish (including the unreleased song, ""Chunky""); Masta Killa's 2006 second album Made in _ent2_Brooklyn; the _ent1_Raekwon- and Masta Killa-featuring song ""PJ's"" from his own third solo album, NY's Finest; the single ""A Yo"" from Method Man & Redman's Blackout! 2; the song ""Sonny's Missing"", from _ent1_Raekwon's Only Built 4 Cuban Linx...",hasPlaceOfBirth
"Following his studies, he was featured as lead trumpeter and soloist with the _ent1_Count_Basie Orchestra, under the direction of Thad Jones and Frank Foster.",hasMembershipOf
"_ent1_Chieli_Minucci (born _ent2_April_17,_1958) is an American guitarist who co-founded the band Special EFX.


",no_relation_found
"By this point, Layla's title track had become a hit song, following its release as a single to promote the History of _ent1_Eric_Clapton compilation (1972), leading to a critical reappraisal of _ent2_Derek_and_the_Dominos and belated commercial success.",hasMembershipOf
"Redman has toured with Ghostface Killah and _ent1_Raekwon, and was brought on stage by the entire _ent2_Wu-Tang_Clan as a surprise guest during their sets at 2013's Coachella and Bonnaroo music festivals.
",hasMembershipOf
"_ent1_Tony_Joe_White was the youngest of seven children who grew up on a cotton farm near _ent2_Oak_Grove, West Carroll Parish, Louisiana, United States.",hasPlaceOfBirth
"_ent1_Lil'_Ed Williams (born April 8, 1955, _ent2_Chicago, Illinois) is an American blues slide guitarist, singer and songwriter.",hasPlaceOfBirth
"More recently Havoc collaborated with the Wu on J. Dilla's posthumous single ""24K Rap"" alongside _ent1_Raekwon, and ""Evil Deeds"" from the _ent2_Wu-Tang_Clan compilation album Chamber Music.",hasMembershipOf
"Gross recorded for Ajax Records, as did _ent1_Rosa__ent2_Henderson, Edna Hicks, Viola McCoy, Monette Moore, and Fletcher _ent2_Henderson.",hasPlaceOfBirth
"_ent1_Little_Johnny_Jones (born Johnnie Jones, _ent2_November_1,_1924 – November 19, 1964) was an American Chicago blues pianist and singer, best known for his work with Tampa Red, Muddy Waters, and Elmore James.


",hasDateOfBirth
"_ent1_Cora_Mae_Bryant (_ent2_May_1,_1926 – October 30, 2008) was an American blues musician.",no_relation_found
"2 from _ent1_Masta_Killa's second LP, Made in _ent2_Brooklyn and on the track ""Return of the North Star"" from Raekwon's Only Built 4 Cuban Linx...",hasPlaceOfBirth
"As a music executive, he heads his own record label, _ent1_Cashville_Records, and is a former member of the hip hop groups _ent2_G-Unit but continues to be tied to a legally binding contract that prevents him from releasing new music. 


",no_relation_found
"_ent1_June 16, _ent2_2014, the Game released the compilation album, Blood Moon: Year of",hasYearStarted
"Founded in _ent1_1998, the group has comprised the same _ent2_four members since its founding: Karen Fairchild, Kimberly Schlapman (formerly Roads), Phillip Sweet, and Jimi Westbrook.",no_relation_found
"As of 2010, the number of Wu-Tang affiliates has grown further: _ent1_Capone-N-Noreaga, a rap duo from _ent2_Queens, New York City, signed with Raekwon's IceH20 Records on February 18, 2010 and enlisted the Wu-Tang rapper to serve as an executive producer of their latest album, The War Report 2.",hasPlaceOfBirth
"Following the album's failure, _ent1_Everlast teamed up with fellow Taft High alums DJ Lethal and Danny Boy to form _ent2_House_of_Pain in Los Angeles, California.",hasMembershipOf
"Then in October _ent2_2005, Jeff Konkel visited the _ent1_Blue Front Cafe and returned on November 17, _ent2_2005, to record Holmes.  ",hasYearStarted
"Douglas Glenn Colvin (September 18, 1951 – June 5, 2002), known professionally as _ent1_Dee_Dee_Ramone, was an American musician, singer, rapper, and songwriter best known for being a founding member of the punk rock band _ent2_Ramones, in which he played bass.",hasMembershipOf
"""Hoy, Hoy""/""Doin' the Best I Can (Up the Line)"", Atlantic 1045


=== Albums ===
Live in _ent2_Chicago with _ent1_Billy_Boy_Arnold, Alligator AL-4717 (1979, recorded 1963)With",hasPlaceOfBirth
"_ent1_Whistlin'_Alex_Moore (November 22, 1899 – January 20, _ent2_1989) was an American blues pianist, singer and whistler.",hasYearStarted
"An album-long collaboration with _ent1_Ghostface_Killah was rumored for _ent2_several_years, and various songs leaked that reportedly were recorded for the project, which was to be entitled either Ghostface Meets Metalface or Swift & Changeable.",no_relation_found
"He released his debut solo album, Let Freedom Reign, in _ent1_2007 on _ent2_Cleopatra_Records.


===",no_relation_found
"_ent1_J._B._Lenoir /ləˈnɔːr/ (_ent2_March_5,_1929 – April 29, 1967) was an American blues guitarist and singer-songwriter, active in the Chicago blues scene in the 1950s and 1960s.
",hasDateOfBirth
"_ent1_Super_Chikan was born James Johnson in _ent2_Darling, Mississippi on February 16, 1951.",hasPlaceOfBirth
"_ent1_Tutu_Jones (born _ent2_September_9,_1966) is an American electric blues and soul blues guitarist, singer and songwriter.",hasDateOfBirth
"_ent1_Deacon_John_Moore (born June 23, 1941, _ent2_New_Orleans, Louisiana) better known as Deacon John, is a blues, rhythm and blues and rock and roll musician, singer, actor, and bandleader.  ",hasPlaceOfBirth
"_ent1_Flying_Lotus - ""GNG BNG"" from _ent2_Los_Angeles (2008)
",hasPlaceOfBirth
"Michael Taylor Perretta (born _ent2_December_10,_1976), known professionally as _ent1_Evidence, is an American rapper and record producer from Venice, Los Angeles, California.",hasDateOfBirth
"Jadakiss, part of New York-based group, the L.O.X., first collaborated with a member of the _ent2_Wu-Tang_Clan in 1998 on the single ""John Blaze"" with _ent1_Raekwon.",hasMembershipOf
"In _ent1_1956, _ent2_Dixon wrote ""Fishin' in My Pond"", which was recorded by Lee Jackson, and released on Cobra in February 1957.",no_relation_found
"In 1995, _ent1_Killer_Mike briefly attended _ent2_Atlanta's Morehouse College, where he met producers",hasPlaceOfBirth
"Daniel Dewan Sewell (born _ent2_March_16,_1981), known professionally as _ent1_Danny_Brown, is an American rapper.",hasDateOfBirth
"In _ent2_2009, Raekwon spoke about recording new material with DJ Muggs, presumably for his album Cuban Linx II, but nothing surfaced until he appeared on the song ""Chase Manhattan"" from the DJ Muggs/Ill Bill album Kill _ent1_Devil Hills.


==",hasYearStarted
"On _ent1_July 22, _ent2_2010, Delta Groove Productions issued an email statement regarding Walker's death: ""It is with deepest sorrow that we report on the sudden and unexpected passing of legendary blues guitarist Phillip Walker.",hasYearStarted
"Dylan made two significant career moves in August _ent2_1962: he legally changed his name to _ent1_Bob_Dylan, and signed a management contract with Albert Grossman.",hasYearStarted
"_ent1_El-P was born Jaime Meline in the _ent2_Brooklyn borough of New York City on March 2, 1975, the son of Nan Dillon and jazz pianist Harry Meline, who performed under the name Harry Keyes.",hasPlaceOfBirth
"(_ent1_Blues Fidelity, _ent2_2005)
",hasYearStarted
"_ent1_Cudi was promoted as an artist to watch for in media such as _ent2_Rolling_Stone, Vibe, The Source, XXL and BBC News's 2009 Sound of poll.",no_relation_found
"Pinkney ""Pink"" _ent1_Anderson (_ent2_February_12,_1900 – October 12, 1974) was an American blues singer and guitarist.


",no_relation_found
"from Without You (2011)
Thundercat - ""Daylight (_ent1_Ras_G Remix)"" (2012)
Mono/Poly - ""_ent2_Los_Angeles (_ent1_Ras_G Remix)"" from Killer B's (2013)
GB",hasPlaceOfBirth
"_ent1_Donald_DePoy (born _ent2_August_10,_1949 in Harrisonburg, Virginia) is an American bluegrass musician, music educator, and music event organizer.",hasDateOfBirth
"Mathangi ""Maya"" Arulpragasam  (born _ent1_18_July_1975), known by her stage name M.I.A. (), is an _ent2_English artist, rapper, singer, record producer, and activist.",no_relation_found
"_ent1_Jeremiah_Jae (born _ent2_June_7,_1989) is an American rapper, record producer, and multi-media artist from Chicago, Illinois.


",no_relation_found
"_ent1_Marty_Morell (born _ent2_February_25,_1944) is a jazz drummer who was a member of the Bill Evans Trio for seven years—longer than any other drummer.",no_relation_found
"At the public premiere of _ent1_Wu: The Story of the _ent1_Wu-Tang in _ent2_NYC, he mentioned that he is planning to publish a book.",no_relation_found
"_ent1_Memphis_Willie_B. (_ent2_November_4,_1911 – October 5, 1993) was an American Memphis blues guitarist, harmonica player, singer and songwriter.",no_relation_found
"At the public premiere of _ent1_Wu: The Story of the _ent1_Wu-Tang in _ent2_NYC, he mentioned that he is planning to publish a book.",no_relation_found
"_ent1_Dimitri_Simms, better known by his stage name _ent2_Meechy_Darko, is an American rapper and songwriter from Brooklyn, New York.",no_relation_found
"_ent1_Mason_Ramsey (born _ent2_November_16,_2006) is an American singer, songwriter and voice actor.",hasDateOfBirth
"_ent1_Wale attended Robert Morris University and Virginia State University on football scholarships, then transferred to _ent2_Bowie_State_University.",hasSchool
"_ent1_Young_Buck, soon after, would tour with _ent2_Birdman on the road and do several shows together.",no_relation_found
"_ent1_John_Mayall & the Bluesbreakers with Eric Clapton (the Beano album), Rory Gallagher's Irish Tour and Goodbye by Cream.",hasMembershipOf
She married _ent1_Lonnie_Johnson; the marriage lasted from _ent2_1925 to 1932.,hasYearStarted
"Brandon Christopher McCartney (born _ent2_August_17,_1989), professionally known as _ent1_Lil_B and as his alter ego",hasDateOfBirth
